City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Lambarene,GA,-0.7,10.24,79.75,67,100,6.73,overcast clouds
364,Stillwater,US,36.12,-97.06,91.0,46,1,6.93,clear sky
365,Kirakira,SB,-10.45,161.92,79.45,82,94,7.81,light rain
366,Constantine,DZ,36.37,6.61,86.0,42,20,10.29,few clouds
367,Teguise,ES,29.06,-13.56,80.6,65,20,31.09,few clouds
368,Saint-Joseph,RE,-21.37,55.62,68.0,72,12,4.7,few clouds
369,Hit,IQ,33.64,42.83,89.02,18,0,11.45,clear sky
370,Santa Maria,BR,-29.68,-53.81,69.8,46,0,14.99,clear sky
371,Atherton,GB,53.52,-2.49,63.0,70,78,7.0,broken clouds
372,Broome,US,42.25,-75.83,89.01,51,1,4.7,clear sky
373,Vinh,VN,18.67,105.67,80.58,78,54,4.56,broken clouds
374,Kaukauna,US,44.28,-88.27,84.99,47,40,4.7,scattered clouds
375,Tala,EG,30.68,30.94,77.4,63,0,8.81,clear sky
376,Gorontalo,ID,0.54,123.06,71.62,83,6,3.04,clear sky
377,Sri Aman,MY,1.24,111.46,77.0,94,91,1.05,overcast clouds
378,Paraiso,CR,9.84,-83.87,75.99,78,40,8.05,scattered clouds
379,Gannan,CN,47.91,123.5,65.28,75,99,3.47,overcast clouds
380,Raga,SS,8.46,25.68,71.24,95,96,6.33,overcast clouds
381,Poum,NC,-20.23,164.02,71.87,82,84,14.43,broken clouds
382,Chenghai,CN,23.46,116.77,82.4,83,16,4.68,few clouds
383,Atyrau,KZ,47.12,51.88,68.0,34,86,13.42,overcast clouds
384,Menongue,AO,-14.66,17.69,69.46,27,55,2.01,broken clouds
385,Richards Bay,ZA,-28.78,32.04,66.54,81,0,8.5,clear sky
386,Fazendas De Almeirim,PT,39.18,-8.57,88.0,37,4,1.99,clear sky
387,Lahijan,IR,37.21,50.0,62.6,100,90,6.93,moderate rain
388,Ugoofaaru,MV,5.67,73.0,84.42,64,87,2.86,overcast clouds
389,Uglovka,RU,58.24,33.51,59.99,98,100,5.93,overcast clouds
390,Guerrero Negro,MX,27.98,-114.06,83.03,50,74,16.33,broken clouds
391,Andros Town,BS,24.7,-77.77,87.8,74,75,17.22,light intensity shower rain
392,Latung,PH,5.5,120.88,83.7,78,40,10.42,light rain
393,Katsuura,JP,35.13,140.3,78.8,88,40,5.82,scattered clouds
394,Puerto Barrios,GT,15.72,-88.6,86.0,70,40,4.7,scattered clouds
395,Belaya Gora,RU,68.53,146.42,34.07,93,99,5.97,overcast clouds
396,Yemelyanovo,RU,56.17,92.68,53.6,93,40,2.24,fog
397,Eyl,SO,7.98,49.82,77.47,69,47,26.62,scattered clouds
398,Mehamn,NO,71.04,27.85,57.2,82,75,10.29,broken clouds
399,Maumere,ID,-8.62,122.21,75.92,76,45,1.86,scattered clouds
400,Ayan,RU,56.45,138.17,54.28,64,21,6.38,few clouds
401,Seymchan,RU,62.88,152.43,33.46,90,100,5.59,overcast clouds
402,Cozumel,MX,20.51,-86.95,86.0,79,90,3.36,overcast clouds
403,Atambua,ID,-9.11,124.89,66.9,71,51,5.35,broken clouds
404,Naze,JP,28.37,129.48,84.2,89,75,9.17,light rain
405,Santa Luzia,BR,-19.77,-43.85,64.4,63,75,16.11,broken clouds
406,Viedma,AR,-40.81,-63.0,66.99,26,30,11.99,scattered clouds
407,Manggar,ID,-2.88,108.27,80.58,81,83,10.51,broken clouds
408,Finschhafen,PG,-6.6,147.87,78.78,73,100,6.8,overcast clouds
409,Thaton,MM,16.92,97.37,76.24,91,100,4.56,light rain
410,Baykit,RU,61.67,96.37,52.43,88,1,2.04,clear sky
411,Chipata,ZM,-13.63,32.65,63.73,60,78,5.17,broken clouds
412,Barbastro,ES,42.04,0.13,84.2,23,21,11.41,few clouds
413,Arman,RU,59.7,150.17,39.51,72,0,9.86,clear sky
414,Kitimat,CA,54.05,-128.65,55.4,87,90,3.36,overcast clouds
415,Manaus,BR,-3.1,-60.02,84.2,62,75,6.93,broken clouds
416,Praya,CV,14.92,-23.51,84.2,74,75,11.41,broken clouds
417,Khorinsk,RU,52.17,109.77,54.7,87,93,3.31,overcast clouds
418,Inirida,CO,3.87,-67.92,77.43,94,47,1.74,light rain
419,Tobane,BW,-21.95,27.9,68.0,56,0,6.02,clear sky
420,Pasighat,IN,28.07,95.33,77.38,84,82,2.64,light rain
421,Rio Gallegos,AR,-51.62,-69.22,42.8,33,20,21.92,few clouds
422,Dingle,PH,11.0,122.67,76.68,87,94,0.76,overcast clouds
423,Palmer,US,42.16,-72.33,91.0,43,20,11.41,few clouds
424,Bonavista,CA,48.65,-53.11,64.0,77,1,3.0,clear sky
425,Tianjin,CN,39.14,117.18,80.6,83,98,11.18,mist
426,Punjai Puliyampatti,IN,11.35,77.2,77.0,83,20,9.17,few clouds
427,Bereda,ES,43.27,-7.54,71.01,73,40,14.0,scattered clouds
428,Aras,ES,42.56,-2.36,77.0,41,59,6.93,broken clouds
429,Yaring,TH,6.87,101.37,79.29,83,53,4.52,broken clouds
430,Birobidzhan,RU,48.8,132.95,60.31,92,97,3.56,overcast clouds
431,Komsomolskiy,UZ,40.43,71.72,78.8,36,0,9.17,clear sky
432,Berlevag,NO,70.86,29.09,66.2,63,90,14.99,moderate rain
433,Lata,PT,40.16,-8.33,82.99,45,27,7.63,scattered clouds
434,Rapid Valley,US,44.06,-103.15,93.99,35,1,11.41,smoke
435,Coos Bay,US,43.37,-124.22,72.0,87,20,9.86,few clouds
436,San Rafael,AR,-34.62,-68.33,68.36,21,0,6.82,clear sky
437,Atasu,KZ,48.68,71.64,63.3,46,92,8.23,overcast clouds
438,Imeni Zhelyabova,RU,58.95,36.6,61.54,93,100,7.4,overcast clouds
439,Jaciara,BR,-15.97,-54.97,96.87,20,0,2.75,clear sky
440,Starkville,US,33.45,-88.82,86.0,51,75,4.45,broken clouds
441,Makakilo City,US,21.35,-158.09,80.6,78,1,3.36,clear sky
442,Sorland,NO,67.67,12.69,51.8,81,75,19.46,shower rain
443,Quatre Cocos,MU,-20.21,57.76,72.0,73,20,17.22,few clouds
444,Tokur,RU,53.13,132.9,47.05,88,100,2.13,overcast clouds
445,Nacala,MZ,-14.54,40.67,72.39,77,25,8.88,scattered clouds
446,Bosobolo,CD,4.18,19.9,72.28,94,100,1.19,light rain
447,Yar-Sale,RU,66.83,70.83,52.32,93,48,11.61,scattered clouds
448,Tessalit,ML,20.2,1.01,97.43,25,27,19.44,light rain
449,Zachepylivka,UA,49.19,35.24,65.86,48,35,3.76,scattered clouds
450,Vao,NC,-22.67,167.48,69.94,80,100,10.63,overcast clouds
451,Labe,GN,11.32,-12.28,72.18,92,95,0.69,moderate rain
452,Bolshaya Dzhalga,RU,45.97,42.7,66.06,45,27,7.61,scattered clouds
453,Grindavik,IS,63.84,-22.43,55.4,58,79,9.17,broken clouds
454,Henties Bay,NA,-22.12,14.28,63.0,77,0,8.37,clear sky
455,Nizhniy Tsasuchey,RU,50.52,115.13,56.55,94,100,6.67,overcast clouds
456,Jutai,BR,-5.18,-68.9,93.34,36,12,1.72,few clouds
457,Cabo San Lucas,MX,22.89,-109.91,90.0,55,40,6.93,scattered clouds
458,Sobolevo,RU,54.43,31.9,63.79,80,85,10.2,overcast clouds
459,Pailon,BO,-17.65,-62.75,77.0,33,0,14.99,clear sky
460,Lianzhou,CN,24.78,112.38,77.18,86,41,1.03,scattered clouds
461,Durban,ZA,-29.86,31.03,59.0,67,0,2.24,clear sky
462,Pimentel,PE,-6.84,-79.93,69.8,60,11,16.11,few clouds
463,Songjianghe,CN,42.19,127.48,58.32,95,99,4.41,overcast clouds
464,Khanpur,PK,28.65,70.66,97.2,35,0,3.24,clear sky
465,Nombre De Dios,MX,23.85,-104.23,77.0,36,5,13.87,clear sky
466,Quang Ngai,VN,15.12,108.8,77.77,88,99,4.94,overcast clouds
467,Nador,MA,35.17,-2.93,84.2,74,40,5.82,scattered clouds
468,College,US,64.86,-147.8,57.99,87,75,1.52,broken clouds
469,Yeppoon,AU,-23.13,150.73,44.6,75,25,6.4,scattered clouds
470,Flinders,AU,-34.58,150.86,50.0,60,0,10.0,clear sky
471,Bethel,US,41.37,-73.41,87.01,58,1,5.82,clear sky
472,Codrington,AU,-38.27,141.97,45.36,83,71,10.29,light rain
473,Dourbali,TD,11.81,15.86,78.1,82,96,6.69,overcast clouds
474,Sistranda,NO,63.73,8.83,51.8,71,75,19.46,shower rain
475,Margate,GB,51.38,1.39,70.0,59,50,1.99,light rain
476,Bure,ET,10.7,37.07,57.24,93,84,2.95,broken clouds
477,Cangzhou,CN,38.32,116.87,75.67,95,94,10.38,light rain
478,Manta,EC,-0.95,-80.73,71.6,94,90,4.7,overcast clouds
479,Sisimiut,GL,66.94,-53.67,47.86,74,5,5.93,clear sky
480,Sibolga,ID,1.74,98.78,76.95,79,100,3.06,overcast clouds
481,Santiago Del Estero,AR,-27.8,-64.26,76.44,18,1,17.87,clear sky
482,Plettenberg Bay,ZA,-34.05,23.37,57.11,80,41,6.17,scattered clouds
483,Husavik,IS,66.04,-17.34,51.8,71,97,6.93,overcast clouds
484,Emba,KZ,48.83,58.14,65.5,51,100,6.11,overcast clouds
485,Igunga,TZ,-4.28,33.88,78.4,29,87,5.66,overcast clouds
486,Canberra,AU,-35.28,149.13,35.6,80,0,8.05,clear sky
487,Baijiantan,CN,45.63,85.18,82.83,23,93,13.87,overcast clouds
488,Balkhash,KZ,46.84,74.98,71.83,46,29,6.78,scattered clouds
489,Dubrovnik,HR,42.65,18.09,78.8,78,20,8.05,few clouds
490,Birao,CF,10.28,22.79,72.59,94,96,4.92,light rain
491,Roald,NO,62.58,6.13,53.6,62,40,13.87,scattered clouds
492,Ponca City,US,36.71,-97.09,91.0,40,1,6.93,clear sky
493,Solnechnyy,RU,50.72,136.63,57.25,91,97,1.32,overcast clouds
494,Idlib,SY,35.93,36.63,84.2,42,0,6.93,clear sky
495,Namtsy,RU,62.72,129.67,41.0,69,74,2.24,broken clouds
496,Lozovo,MK,41.78,21.91,84.2,48,0,8.05,clear sky
497,Lincoln,US,40.8,-96.67,91.99,45,1,5.91,clear sky
498,Bilma,NE,18.69,12.92,95.4,33,57,12.33,light rain
499,Qui Nhon,VN,13.77,109.23,80.46,79,93,4.85,overcast clouds
500,Hovd,MN,48.01,91.64,61.32,41,44,8.84,scattered clouds
501,Along,IN,28.17,94.77,73.65,89,93,1.14,light rain
502,Fort Dodge,US,42.5,-94.17,87.8,62,1,2.66,clear sky
503,Las Margaritas,MX,16.32,-91.98,71.56,88,73,2.08,moderate rain
504,Kaeo,NZ,-35.1,173.78,54.0,3,17,8.01,few clouds
505,El Porvenir,HN,13.76,-87.35,82.4,58,75,4.12,broken clouds
506,Shingu,JP,33.73,135.98,74.86,90,99,3.29,overcast clouds
507,Doha,QA,25.29,51.53,95.0,79,9,5.82,clear sky
508,Tigzirt,DZ,36.89,4.12,80.29,71,0,15.48,clear sky
509,Borogontsy,RU,62.67,131.17,40.69,68,84,1.68,broken clouds
510,Atagay,RU,55.1,99.39,51.94,82,0,3.58,clear sky
511,Amberley,US,39.2,-84.43,86.0,69,1,4.7,clear sky
512,Sarishabari,BD,24.73,89.83,83.23,82,41,9.82,light rain
513,Soe,ID,-9.86,124.28,61.09,91,9,5.5,clear sky
514,Yarada,IN,17.65,83.27,82.4,94,75,6.93,mist
515,Seminole,US,28.71,-81.21,95.0,52,1,12.75,clear sky
516,Pincher Creek,CA,49.48,-113.95,73.99,32,2,3.36,clear sky
517,Coruripe,BR,-10.13,-36.18,78.62,69,68,9.69,broken clouds
518,Mehran,IR,33.12,46.16,77.0,27,0,9.17,clear sky
519,Elbistan,TR,38.21,37.2,60.85,53,0,5.99,clear sky
520,Korla,CN,41.76,86.15,87.01,52,17,4.0,few clouds
521,Tuatapere,NZ,-46.13,167.68,44.01,92,58,3.0,broken clouds
522,Monchegorsk,RU,67.94,32.87,57.97,92,89,7.52,overcast clouds
523,Trairi,BR,-3.28,-39.27,82.96,60,1,17.54,clear sky
524,Morros,BR,-9.45,-46.3,97.74,19,13,4.92,few clouds
525,Praia Da Vitoria,PT,38.73,-27.07,82.4,65,20,3.89,few clouds
526,Kathmandu,NP,27.72,85.32,71.6,94,75,3.36,light rain
527,Bilibino,RU,68.05,166.44,38.53,91,100,2.95,overcast clouds
528,Havoysund,NO,71.0,24.66,57.2,82,75,10.29,broken clouds
529,Talcahuano,CL,-36.72,-73.12,55.4,76,90,25.28,overcast clouds
530,Caarapo,BR,-22.63,-54.82,68.13,69,12,10.33,few clouds
531,Fasa,IR,28.94,53.65,86.0,25,10,6.31,clear sky
532,Somotillo,NI,13.04,-86.91,82.4,83,40,4.7,moderate rain
533,Curup,ID,-3.47,102.53,69.03,91,98,4.25,overcast clouds
534,Nichinan,JP,31.6,131.37,78.58,82,45,2.71,scattered clouds
535,Kununurra,AU,-15.77,128.73,62.6,27,1,6.31,clear sky
536,Udachnyy,RU,66.42,112.4,48.2,66,1,6.71,clear sky
537,Northam,GB,51.03,-4.22,64.0,82,100,11.99,overcast clouds
538,Mahibadhoo,MV,3.78,72.97,82.74,69,80,0.89,moderate rain
539,Toda Raisingh,IN,26.03,75.48,80.62,86,17,1.99,light rain
540,Asau,RO,46.43,26.4,69.01,77,8,2.13,light rain
541,Uvira,CD,-3.41,29.15,76.21,54,62,3.29,broken clouds
542,Pelym,RU,61.01,62.0,51.35,78,0,4.5,clear sky
543,Almaznyy,RU,48.04,40.05,68.0,34,0,6.71,clear sky
544,Two Rivers,US,44.15,-87.57,82.99,74,1,6.93,clear sky
545,Umm Lajj,SA,25.02,37.27,83.89,60,0,4.05,clear sky
546,Port Macquarie,AU,-31.43,152.92,48.99,56,0,11.99,clear sky
547,Verkhnyaya Toyma,RU,62.23,45.0,61.09,90,100,1.21,overcast clouds
548,Itaituba,BR,-4.28,-55.98,91.4,49,3,8.05,clear sky
549,Martin,US,27.08,-80.42,93.99,70,75,16.11,broken clouds
550,Dehloran,IR,32.69,47.27,91.36,15,0,9.28,clear sky
551,Papetoai,PF,-17.5,-149.87,73.4,78,20,5.82,few clouds
552,Sur,OM,22.57,59.53,80.31,76,96,13.49,overcast clouds
553,Shaoyang,CN,27.23,111.45,78.13,82,0,4.14,clear sky
554,Surgana,IN,20.57,73.62,71.64,98,100,9.01,overcast clouds
555,Chaohu,CN,31.6,117.87,84.2,100,0,4.47,mist
556,Crib Point,AU,-38.35,145.2,46.0,94,89,5.01,light rain
557,Erechim,BR,-27.63,-52.27,69.8,46,0,23.04,clear sky
558,Akhmeta,GE,42.03,45.21,59.0,100,75,0.6,broken clouds
559,Onalaska,US,43.88,-91.24,84.99,62,1,5.82,clear sky
560,Kampong Thum,KH,12.71,104.89,77.18,88,69,3.83,broken clouds
561,Vostok,RU,46.49,135.88,53.15,89,100,3.31,overcast clouds
562,Businga,CD,3.33,20.88,71.51,93,96,0.22,overcast clouds
563,Sambava,MG,-14.27,50.17,71.67,78,100,12.91,light rain
564,Plerin,FR,48.54,-2.78,66.99,59,57,9.17,broken clouds
565,Nynashamn,SE,58.9,17.95,69.01,69,69,4.0,broken clouds
566,Kahului,US,20.89,-156.47,80.6,61,20,10.29,few clouds
567,Gedo,ET,9.02,37.45,53.26,100,97,2.59,overcast clouds
568,Chumikan,RU,54.72,135.31,50.43,68,2,0.94,clear sky
569,Yenagoa,NG,4.92,6.26,76.57,83,100,6.33,overcast clouds
570,Baft,IR,29.23,56.61,75.22,39,52,4.72,broken clouds
571,Tagusao,PH,9.19,117.81,80.2,75,96,4.92,overcast clouds
572,Salalah,OM,17.02,54.09,77.0,100,90,3.36,mist
573,Seydi,TM,39.48,62.91,88.27,17,37,17.4,scattered clouds
574,Eureka,US,40.8,-124.16,60.01,100,90,3.36,mist
575,Cap-Aux-Meules,CA,47.38,-61.86,69.8,68,40,11.41,scattered clouds
576,Santo Augusto,BR,-27.85,-53.78,62.96,70,0,11.72,clear sky
577,Imbituba,BR,-28.24,-48.67,64.4,72,75,5.82,broken clouds
578,Tambopata,PE,-12.73,-69.18,78.8,50,0,5.82,clear sky
579,Wanning,CN,18.8,110.4,80.55,85,100,8.12,overcast clouds
580,Nayoro,JP,44.35,142.46,54.99,81,89,0.85,overcast clouds
581,Ixtapa,MX,20.7,-105.2,88.0,70,5,4.7,clear sky
582,Louis Trichardt,ZA,-23.04,29.9,60.44,35,0,3.6,clear sky
583,Bonga,ET,7.28,36.23,61.09,90,100,1.59,overcast clouds
584,Motygino,RU,58.18,94.76,52.84,81,47,2.95,scattered clouds
585,Shelburne,CA,44.08,-80.2,86.0,48,1,9.17,clear sky
586,Tanabe,JP,33.73,135.37,81.0,85,76,1.83,light rain
587,Mao,ES,39.89,4.27,78.8,61,0,10.29,clear sky
588,Lishui,CN,28.46,119.91,75.81,83,1,1.9,clear sky
589,Camacha,PT,33.08,-16.33,77.0,69,20,14.99,few clouds
590,Rocha,UY,-34.48,-54.33,63.81,52,0,11.21,clear sky
591,Polovinnoye,RU,54.79,65.99,54.63,93,100,6.51,overcast clouds
592,Nhulunbuy,AU,-12.23,136.77,64.4,77,0,3.36,clear sky
593,Sabzevar,IR,36.21,57.68,76.35,42,0,7.2,clear sky
594,Marovoay,MG,-16.1,46.63,75.67,47,22,10.63,few clouds
595,Arys,KZ,42.43,68.8,87.8,16,88,6.71,overcast clouds
596,Lasa,IT,46.62,10.7,66.0,63,40,4.7,scattered clouds
597,Leningradskiy,RU,69.38,178.42,43.63,89,100,10.98,overcast clouds
598,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,73.13,36,24,10.65,few clouds
599,Vanavara,RU,60.34,102.28,54.9,85,100,2.86,overcast clouds
600,Gelemso,ET,8.82,40.52,61.68,82,24,10.09,few clouds
601,The Valley,AI,18.22,-63.06,87.8,74,40,17.22,scattered clouds
602,Mahanoro,MG,-19.9,48.8,66.6,80,17,3.09,few clouds
603,Taoudenni,ML,22.68,-3.98,112.89,6,50,12.55,scattered clouds
604,Macau,MO,22.2,113.55,84.2,83,20,5.82,few clouds
605,Swan Hill,AU,-35.34,143.55,35.55,92,6,6.49,clear sky
606,Jalu,LY,29.03,21.55,87.39,29,0,18.07,clear sky
607,Cuamba,MZ,-14.8,36.54,65.62,66,83,3.62,broken clouds
608,Luderitz,NA,-26.65,15.16,59.85,70,0,14.54,clear sky
609,Tumarbong,PH,10.38,119.46,79.7,82,98,3.96,overcast clouds
610,Cockburn Town,TC,21.46,-71.14,84.13,76,100,31.61,overcast clouds
611,Pangnirtung,CA,66.15,-65.71,42.8,93,75,11.41,broken clouds
612,Semnan,IR,35.57,53.4,86.0,22,0,14.52,clear sky
613,Shache,CN,38.42,77.24,72.19,22,0,3.62,clear sky
614,Ozinki,RU,51.18,49.68,62.65,58,43,7.4,scattered clouds
615,Preobrazheniye,RU,42.9,133.91,66.06,90,25,3.69,scattered clouds
616,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,73.4,83,75,2.24,broken clouds
617,Orlik,RU,52.52,99.83,42.8,68,24,0.63,few clouds
618,Coihaique,CL,-45.58,-72.07,39.2,86,90,3.36,light rain
619,Deputatskiy,RU,69.3,139.9,30.63,99,100,3.0,overcast clouds
620,Xining,CN,36.62,101.77,52.65,82,11,1.86,few clouds
621,Gogrial,SS,8.53,28.1,74.95,93,97,4.43,overcast clouds
622,Minot,US,48.23,-101.3,71.01,68,1,13.87,clear sky
623,Marsa Matruh,EG,31.35,27.25,80.6,69,0,8.05,clear sky
624,Gabu,GW,12.28,-14.22,83.28,81,75,4.59,broken clouds
625,Hushitai,CN,41.93,123.51,73.4,78,90,6.71,overcast clouds
626,Altay,CN,47.87,88.12,62.06,37,86,5.7,overcast clouds
627,Necochea,AR,-38.55,-58.74,66.0,43,0,17.0,clear sky
628,Kavaratti,IN,10.57,72.64,82.31,79,51,13.35,light rain
629,Houma,US,29.6,-90.72,88.0,52,9,7.0,moderate rain
630,Hokitika,NZ,-42.72,170.97,49.73,90,100,7.2,moderate rain
631,Noboribetsu,JP,42.45,141.17,61.0,93,75,2.24,broken clouds
632,Raudeberg,NO,61.99,5.14,51.01,78,95,12.35,light rain
633,Linjiang,CN,41.81,126.91,62.69,88,100,1.88,overcast clouds
634,Rafaela,AR,-31.25,-61.49,73.0,17,0,8.99,clear sky
635,Satipo,PE,-11.25,-74.64,87.96,38,53,2.33,broken clouds
636,Inta,RU,66.03,60.17,45.09,80,0,3.96,clear sky
637,Kuytun,RU,54.34,101.5,50.94,93,99,3.24,overcast clouds
638,Ust-Omchug,RU,61.15,149.63,28.96,94,3,4.92,clear sky
639,Luena,AO,-11.78,19.92,68.77,29,1,2.48,clear sky
640,Gubkinskiy,RU,64.43,76.5,55.45,82,98,5.64,overcast clouds
641,Kingsville,US,27.52,-97.86,91.4,70,90,4.7,thunderstorm
642,Komatipoort,ZA,-25.43,31.95,68.0,47,0,5.1,clear sky
643,Aksarka,RU,66.56,67.8,51.93,85,99,12.03,overcast clouds
644,Waingapu,ID,-9.66,120.26,73.76,83,66,5.73,broken clouds
645,Cochrane,CA,51.18,-114.47,64.0,66,90,5.82,overcast clouds
646,Kuybysheve,UA,47.36,36.65,65.08,42,0,5.37,clear sky
647,Altamira,BR,-3.2,-52.21,89.6,59,75,3.36,broken clouds
648,Ilula,TZ,-7.68,36.04,64.4,55,5,4.7,clear sky
649,Raymondville,US,26.48,-97.78,80.6,78,40,19.46,thunderstorm with light rain
650,Maltahohe,NA,-24.83,16.98,59.77,28,0,6.22,clear sky
651,Valdivia,CL,-39.81,-73.25,48.2,100,90,1.12,light rain
652,Luzhou,CN,28.87,105.44,76.66,89,61,6.6,moderate rain
653,Dwarka,IN,22.24,68.97,82.78,82,100,20.33,moderate rain
654,Kidal,ML,18.44,1.41,99.43,24,4,8.99,clear sky
655,Salou,ES,41.08,1.14,82.4,65,20,8.05,few clouds
656,Ekhabi,RU,53.51,142.97,46.29,95,0,2.98,clear sky
657,Innisfail,AU,-17.53,146.03,59.59,61,69,4.56,broken clouds
658,Takaka,NZ,-40.85,172.8,53.01,90,100,4.0,overcast clouds
659,Jacareacanga,BR,-6.22,-57.75,105.33,17,0,1.74,clear sky
660,Bulanash,RU,57.28,62.0,51.66,94,9,4.38,clear sky
661,Diamantino,BR,-14.41,-56.45,100.06,20,0,1.74,clear sky
662,Grand Gaube,MU,-20.01,57.66,72.0,69,22,7.0,few clouds
663,Sacramento,US,38.47,-121.32,84.0,41,75,3.36,haze
664,Abapo,BO,-18.83,-63.47,75.63,34,0,7.02,clear sky
665,Yabelo,ET,4.88,38.08,62.64,73,88,12.8,overcast clouds
666,Anori,BR,-3.77,-61.64,102.67,23,0,1.95,clear sky
667,Doka,SD,13.52,35.77,73.71,91,86,8.52,light rain
668,Safford,US,32.83,-109.71,91.4,29,1,5.82,clear sky
669,Kasiri,SL,8.94,-13.11,80.19,81,93,8.66,light rain
670,Port-Cartier,CA,50.03,-66.87,62.6,55,75,8.05,broken clouds
671,Dicabisagan,PH,17.08,122.42,79.07,84,100,3.42,overcast clouds
672,Coahuayana,MX,18.73,-103.68,78.8,83,75,4.61,haze
673,Garmsar,IR,35.22,52.34,76.89,37,0,11.25,clear sky
674,Yaguajay,CU,22.33,-79.24,87.22,74,70,15.95,light rain
675,Muisne,EC,0.6,-80.03,82.4,74,75,3.36,broken clouds
676,Mount Isa,AU,-20.73,139.5,46.4,36,1,2.24,clear sky
677,Formosa Do Rio Preto,BR,-11.05,-45.19,96.01,21,27,6.38,scattered clouds
678,Penzance,GB,50.12,-5.54,64.0,77,83,13.87,broken clouds
679,Lokosovo,RU,61.13,74.82,50.07,96,98,2.51,overcast clouds
680,Arica,CL,-18.48,-70.3,64.4,68,90,10.29,overcast clouds
681,Matadi,CD,-5.82,13.45,80.82,61,96,6.96,overcast clouds
682,Bathsheba,BB,13.22,-59.52,86.0,70,40,6.93,shower rain
683,Zonguldak,TR,41.25,31.83,61.68,91,1,1.68,clear sky
684,Safaga,EG,26.73,33.94,87.8,52,0,5.82,clear sky
685,Esso,RU,55.93,158.7,36.59,82,65,2.39,broken clouds
686,Leshukonskoye,RU,64.9,45.76,57.49,95,94,4.07,light rain
687,Inhambane,MZ,-23.86,35.38,68.0,77,0,9.17,clear sky
688,Eydhafushi,MV,5.1,73.07,84.45,65,99,3.24,overcast clouds
689,Umm Kaddadah,SD,13.6,26.69,94.84,31,75,13.2,broken clouds
690,Vredendal,ZA,-31.67,18.5,58.15,77,31,11.12,scattered clouds
691,Kiknur,RU,57.3,47.2,60.08,79,13,5.48,few clouds
692,Nizhniy Odes,RU,63.64,54.86,53.58,85,35,2.8,scattered clouds
693,Asfi,MA,32.3,-9.24,77.76,55,0,22.39,clear sky
694,Abha,SA,18.22,42.51,73.4,88,92,6.93,overcast clouds
695,Morondava,MG,-20.28,44.28,73.53,86,0,7.56,clear sky
696,Dunedin,NZ,-45.87,170.5,48.99,96,100,1.99,light rain
697,Ewa Beach,US,21.32,-158.01,80.6,78,1,3.36,clear sky
698,Macea,RO,46.38,21.3,73.99,73,75,21.92,thunderstorm
